s,a,style_name,action_name,mass,mass_frac,vx_last_mean,vx_last_std,vx_slope_mean,vx_slope_std,ax_last_mean,ax_last_std,vy_last_mean,vy_last_std,vy_slope_mean,vy_slope_std,ay_last_mean,ay_last_std,ax_neg_frac_mean,ax_neg_frac_std,ax_pos_frac_mean,ax_pos_frac_std,ax_zero_frac_mean,ax_zero_frac_std,ay_neg_frac_mean,ay_neg_frac_std,ay_pos_frac_mean,ay_pos_frac_std,ay_zero_frac_mean,ay_zero_frac_std,jerk_x_p95_mean,jerk_x_p95_std,jerk_y_p95_mean,jerk_y_p95_std,lc_left_present_mean,lc_left_present_std,lc_right_present_mean,lc_right_present_std,d_left_lane_last_mean,d_left_lane_last_std,d_left_lane_min_mean,d_left_lane_min_std,d_right_lane_last_mean,d_right_lane_last_std,d_right_lane_min_mean,d_right_lane_min_std,front_exists_frac_mean,front_exists_frac_std,left_side_exists_frac_mean,left_side_exists_frac_std,right_side_exists_frac_mean,right_side_exists_frac_std,left_front_exists_frac_mean,left_front_exists_frac_std,right_front_exists_frac_mean,right_front_exists_frac_std,front_dx_min_mean,front_dx_min_std,front_dvx_slope_mean,front_dvx_slope_std,left_side_dy_last_mean,left_side_dy_last_std,right_side_dy_last_mean,right_side_dy_last_std,front_thw_last_mean,front_thw_last_std,front_ttc_min_mean,front_ttc_min_std
0,0,style_0,action_0,59860.40198249025,0.049838149261073786,30.273410693229422,6.40628101329199,0.001192160145234409,0.014099584850261991,0.016744512623529353,0.3764861636791986,0.1034101869830731,0.5802416167685894,0.0021071490362451996,0.008594812482611871,0.04175911813151945,0.20025514265948754,0.474555085936274,0.4475894607320726,0.5093937289883088,0.4481155286106159,0.016051185075416273,0.04378412157438183,0.37324835844883103,0.3904337468912896,0.6026029336971545,0.39762468119845756,0.02414870785401527,0.043055969381686605,0.14952587994117714,0.1893688054217265,0.17232637407333434,0.16573288134393155,0.15000262310581006,0.35707399256622757,0.1721725453170633,0.37753034309325006,1.9895769947145625,0.9573453179707492,1.1966882351494168,0.9589599516935601,1.7977759843993917,0.9624422247685519,1.0138007347453366,0.8978457060268327,0.7798267145720518,0.3609397411332805,0.07645629654499325,0.2142520484949911,0.13277922874707682,0.2656631025724729,0.47605676767075145,0.4497300737633689,0.6739893690593227,0.4236609293340778,66.36924854141849,58.42612817337021,0.0051248738143298625,0.12493376898198869,-4.38224786076753,0.7487547201316148,4.411559396223984,0.740126192781748,2.4174761319819784,2.1171114326343736,56.618835918504914,145.69087737070055
0,1,style_0,action_1,143555.1463099837,0.1195201263614137,26.05428972772692,5.590883095281248,-0.0014270102678627613,0.003823771491544613,-0.04636422938308629,0.13870558736953692,0.008890210553040791,0.07862155905510046,0.000490815579338645,0.0020833426635671025,0.010097244933828464,0.047222380973819186,0.6449018003169291,0.35061912053760347,0.3058756998256004,0.3276951608680339,0.04922249985748565,0.08572489476590228,0.3428513192304028,0.336067477463534,0.541169917030365,0.3652922013057298,0.11597876373922875,0.1471593558936279,0.12293268135982449,0.14607489242187524,0.11240890103211221,0.1186849335834431,1.7138068485311147e-10,1.3091244586506668e-05,8.989786197912169e-07,0.0009481444044177333,1.9387852464527864,0.3387635435134901,1.8800119734530059,0.33862708472034947,1.9273250056697564,0.322407470946949,1.8642233722689792,0.3282928635359466,0.9992817951594644,0.006603488259431284,0.1849810257995728,0.34518667768744415,0.13913610356427875,0.31130844836743243,0.5783998228863124,0.48051393842604034,0.502010355188846,0.4952762742760775,69.57015734963441,46.34243615163243,0.0005932650457934726,0.009708021862472492,-4.0639659535423,0.38611333652251784,4.087872579301092,0.3702422732174742,2.4533841153632983,1.8349311309637908,117.24704560749024,175.18888216197283
0,2,style_0,action_2,280854.1900574703,0.23383159118738497,28.612474842088332,7.527284346538304,0.010761857116702299,0.0075822459568809,0.2625155490336626,0.19669550332783745,0.00752092191217677,0.09628091120948797,0.00014175124208089222,0.0025869718403720553,0.00449589204735045,0.06002110013097127,9.512477216994166e-34,4.36176047416503e-18,1.0,0.0,0.0,0.0,0.43952488611136153,0.3957150102131369,0.46329648325350714,0.39846793434866246,0.09717863063513074,0.14914815588793304,0.15161213071366095,0.13723930525455755,0.10500198175736865,0.11795562385551245,1.1592487883768442e-05,0.003404754542987366,2.9239974484524716e-05,0.005407320917831386,1.8229492264220648,0.35476658672374806,1.751078122065483,0.3530616462434607,1.9843040995356886,0.3574428196273813,1.9193605965361717,0.37477809823935765,0.8226676583917992,0.3448741832708015,9.369606496243772e-42,1.2986643790155634e-21,0.18317424144174893,0.33306455921697176,0.3684720798205166,0.4707550218522023,0.7901014676848631,0.38178087262228905,58.56101142883171,44.869576243424724,-0.004733889138836746,0.01314256478339433,-5.716821497660739e-20,4.728999999220624e-10,4.0727452619619475,0.39293123169766836,1.9732207873643715,1.3832251367730706,113.8239137350871,181.71360972928642
0,3,style_0,action_3,258544.20808867388,0.2152569045072324,25.70179735554253,8.515119082444413,-0.013492760839125456,0.011438895370508866,-0.31882185598839036,0.3013650601145515,0.005293811569881333,0.08633848620478562,4.260806190662552e-05,0.002384626517126899,0.00212636183595441,0.052561809405667057,1.0,0.0,0.0,0.0,0.0,0.0,0.42854970827012695,0.38780720406376135,0.4579469500308995,0.39100428971229934,0.11350334169895722,0.1672757550417354,0.16189884175649383,0.17855024096864966,0.10266012292283189,0.11726300465363164,3.32030535336055e-06,0.0018221674810326603,1.3981127338302697e-05,0.003739108432017056,1.8856413578792068,0.3650322219577908,1.818885687530924,0.36821350296528227,1.915086633966461,0.3640845919243996,1.8557930744572568,0.37368382711981846,1.0,0.0,0.1144715360277873,0.27768554276331014,0.18119805210354442,0.33758867348889565,0.5554277475467007,0.4902045656015637,0.810402696733874,0.3842386255671662,50.22212355670403,39.42127135032109,0.006887433195045399,0.0158616791342078,-4.052929896888671,0.398525078999099,4.062345045360206,0.38533848787623703,1.7707528787606734,1.2769279721764113,53.23443875877247,94.2679055065106
0,4,style_0,action_4,92457.1326680317,0.07697730428720005,22.391345168515883,4.643089561064947,0.004555355058991846,0.0034210198378098414,0.11098607272270154,0.08792525207308935,0.00716877374463318,0.07929477646761779,-7.065226042597897e-05,0.0021768328402858974,-0.0013920308601920244,0.04870643349771135,0.0,0.0,1.0,0.0,0.0,0.0,0.45914965818392306,0.390511680654639,0.4220860879497135,0.38666537704033616,0.11876425386635961,0.17413764777393073,0.10906492069579397,0.11917187642631674,0.0960744738236784,0.11588340928920783,3.4071886975060905e-10,1.8458571711660674e-05,3.5638341299436024e-19,5.969785699624068e-10,2.1952959040947833,0.3177173369804865,2.1305009820928906,0.3133772741883107,1.755400092963356,0.3236103184895167,1.707524624401714,0.3250744736971745,0.7315728604946272,0.41499028598191545,0.33887865675908607,0.4153432413451786,1.6672202983461651e-41,1.1548923060947858e-21,0.8275148825480734,0.33730988036096066,0.08052207066449882,0.2681545837109721,83.6265412225508,48.84174815143892,-0.0015335466107316029,0.007642597515526565,-4.2327030596279425,0.39603803220922296,7.255527770094833e-20,5.231613588609497e-10,3.381328718676191,2.2180216058507836,268.8277887733139,494.40420415493935
1,0,style_1,action_0,68235.56832508135,0.05681108590106612,27.74368425067331,6.443364825099008,-0.0010523678179669925,0.007418260769880387,-0.019017138126069942,0.21781446185697725,-0.08289435764324037,0.22297277005481916,-0.0044152690401989166,0.00421028270030122,-0.08511338628053086,0.09132475202583211,0.5800472099018608,0.4013862634825679,0.3845986027189282,0.39200326163171534,0.03535418737922235,0.06961462202262002,0.999836276099538,0.0018021299895882986,3.332186981329741e-07,8.163493693241084e-05,0.00016339068176061253,0.001800310284458226,0.15027889692358426,0.15858137105754935,0.1014942684872719,0.1188058382556988,0.000127658945478845,0.01129790461424083,0.005437327041405665,0.0735374905476823,2.0051930752534313,0.5035952901882729,1.8585822358969741,0.608603697959152,1.834614205461116,0.48687226255125443,1.7111347339728913,0.41666214938377344,0.7367533602227126,0.3964657111762078,0.15639400292418523,0.31339712715019874,0.003342211923420217,0.02394200529632784,0.6022741422151793,0.45839840480648697,0.43909551533950786,0.4806443054332578,74.38339576868071,58.30078513607643,0.0008193096899735909,0.012200674213581387,-4.191631334787373,0.441781155670286,4.200605906828055,0.5610270552695128,2.4747931024586283,2.0437229653557876,82.10159442897849,151.04525321131706
1,1,style_1,action_1,129568.09496632495,0.1078748862778026,22.97923242949045,7.7429371267612295,0.0028896174371243247,0.006579924598958103,0.06854405431894119,0.20211075231790196,0.007397744796876031,0.07504870426989389,6.281879645436572e-05,0.0019319088564282779,0.00024607914264442374,0.04443700673044962,0.32240149423832565,0.3306465860191829,0.636119975275132,0.34821149494157827,0.041478530486550605,0.07429118365094767,0.42804814877368164,0.37932526631356456,0.4442751607652935,0.382422048278404,0.12767669046102498,0.17681792273556785,0.1529644913205706,0.16359665758023953,0.09582443410260313,0.1154171684963224,9.5981712598932e-15,9.797025701657166e-08,1.0500927746328768e-10,1.024740344927732e-05,1.9307589287696345,0.34825340781476233,1.8682900528224973,0.3508413005553885,1.8581595841219731,0.3260791221576114,1.8076863729187054,0.32892068987231776,1.0,0.0,0.34421801405578634,0.39618129116875683,0.16492646871225142,0.336573488206091,1.0,0.0,0.6665835165370676,0.46610938999793183,47.34245298785292,34.02930036618561,-0.0011217806078908966,0.011108445974103967,-4.035069994071363,0.3882801189177628,4.088739842216249,0.3624033850814756,2.006538636404227,15.847843289901519,201.83996969715557,966.6892834486698
1,2,style_1,action_2,99002.82976870846,0.08242707439092789,28.307679635412253,6.58388935683975,-0.00175728028758588,0.005666009245827762,-0.030303695821481905,0.15969052806267148,0.030122776886209523,0.09398937283547228,0.0007404104037016098,0.00220878205612534,0.020996637155051734,0.05770928516955727,0.658201893183202,0.3956915906094227,0.2999611594187669,0.37655271198296103,0.04183694739802467,0.09276458964436164,0.301597284683775,0.33783803600691514,0.5947703068515704,0.37676933456214906,0.10363240846464764,0.1516480721278209,0.1475622947349183,0.1343344876237587,0.11323019007305667,0.1193286326349794,3.997343711460708e-05,0.006322328624718295,0.00030976067787667516,0.017597293149774956,1.9677073360321833,0.3374907524948825,1.8911164478932923,0.33031063946266104,1.8491014645460266,0.3219240883411462,1.7945519009788844,0.3206578278101371,0.31185192945740886,0.3468939932546896,0.1825373967512903,0.3340932760506269,0.15579117552009378,0.3208632971967099,0.43695352004958704,0.4453367429441716,0.42698977716983816,0.4567654567928361,97.58606490858342,74.12326261314485,0.003064455124349259,0.011702186997095108,-4.021652914853217,0.3839975502592162,4.0555906371623625,0.36023637153553,3.293256109315992,2.683976594345304,734.2365992898846,2625.4421688844045
1,3,style_1,action_3,26704.364704844887,0.02223333071621387,16.981813888647853,10.054327254212938,-0.02547657913155848,0.025319044793804715,-0.6363507443054384,0.6546357585462996,0.013792653001869208,0.0648263564855568,0.00018921488753547637,0.0015568785276970929,0.004246940336448932,0.03827628286186906,0.9891557086213797,0.06972613619592302,0.007677398225005371,0.05385305875354034,0.0031668931536138678,0.03132718601146128,0.35190109598305896,0.35659525547445486,0.4459993593346994,0.3819774256354362,0.20209954468224114,0.25809651389445687,0.17942537680722623,0.3075901559393132,0.07695782198090548,0.10882678477982033,4.467168957533813e-18,2.1135678265751995e-09,3.990247386938903e-21,6.31684049738388e-11,2.0004702300225485,0.35593486309861194,1.9468614113860496,0.3551417776468609,1.870853725766619,0.3374999431925053,1.8361644757539137,0.33339588301932815,0.6928854237196401,0.39855003962533847,0.35313462254442907,0.43078421010460316,0.1631041399039307,0.3266079472750801,0.612747681586837,0.4546616704018481,0.35638034021075904,0.45114040635178115,41.324166586546696,26.484178689922416,0.008308283440580554,0.03090964994685218,-4.088609854329848,0.380632128001413,4.096901423391079,0.37681429815218864,173.08453311081263,3384.6061863245714,33.749016267499236,85.00291202383637
1,4,style_1,action_4,42314.068297354315,0.03522954710968488,17.66012374729951,9.473866240468972,0.005559684868804591,0.01423671354879207,0.21465451029900273,0.3991558710896559,0.005732747422205863,0.05749171230037593,6.703147255474448e-05,0.001456053281086646,0.0015737882466625474,0.03277099870330627,0.3631633867332177,0.3669844211004914,0.6224046934631385,0.36983152644125045,0.014431919803665538,0.022315713500805,0.371656605788518,0.3546392469192323,0.417498979078845,0.3673663747553634,0.21084441513265756,0.25190596322436054,0.2864476628344126,0.27703701411338094,0.0774715445278655,0.10851113118312981,3.7348930444109487e-10,1.932587137237544e-05,0.00028453815788723674,0.01686585888485798,1.7750953566922907,0.36209485773677325,1.729045320085298,0.36226632910445633,2.0589181152313865,0.35670012176529453,2.020806882999433,0.35893854879290504,0.9984905147910111,0.017316602018216123,0.2725565343213094,0.3998232572793334,0.37908132801685784,0.44220779599506843,0.4743502403328634,0.488648465458199,0.7691719030355828,0.4151457865541232,35.81497881938138,23.215405566072345,0.0007265903974459434,0.025282596718321976,-4.0237790338040575,0.3694657866149046,4.150477453916384,0.3886233406968674,2.115572851247198,1.6119625532733668,11218.07957688271,234455.36136677963
